胫骨时间(ms),胫骨偏移(mm),股骨远端时间(ms),股骨远端偏移(mm),股骨前侧时间(ms),股骨前侧偏移(mm),股骨后侧时间(ms),股骨后侧偏移(mm),股骨后斜时间(ms),股骨后斜偏移(mm),股骨前斜时间(ms),股骨前斜偏移(mm)
,,122153,0.059,,,,,,,,
,,122253,0.009,,,,,,,,
,,122353,0.022,,,,,,,,
,,122453,0.038,,,,,,,,
,,122553,0.141,,,,,,,,
,,122653,0.152,,,,,,,,
,,122753,0.197,,,,,,,,
,,122853,0.134,,,,,,,,
,,122953,0.178,,,,,,,,
,,123053,0.246,,,,,,,,
,,123153,0.113,,,,,,,,
,,123253,-0.134,,,,,,,,
,,123353,-0.377,,,,,,,,
,,123453,-0.215,,,,,,,,
,,123553,-0.102,,,,,,,,
,,123653,-0.146,,,,,,,,
,,123753,-0.059,,,,,,,,
,,123853,-0.063,,,,,,,,
,,123953,0.112,,,,,,,,
,,124053,0.265,,,,,,,,
,,124153,-0.108,,,,,,,,
,,124253,0.016,,,,,,,,
,,124353,0.159,,,,,,,,
,,124453,0.288,,,,,,,,
,,124553,0.176,,,,,,,,
,,124653,0.304,,,,,,,,
,,124753,0.193,,,,,,,,
,,124853,0.1,,,,,,,,
,,124953,0.217,,,,,,,,
,,125053,0.069,,,,,,,,
,,125153,0.148,,,,,,,,
,,125237,0.121,,,,,,,,
,,125337,0.159,,,,,,,,
,,125437,0.279,,,,,,,,
,,125537,0.195,,,,,,,,
,,125637,0.192,,,,,,,,
,,125737,0.176,,,,,,,,
,,125837,0.174,,,,,,,,
,,125937,0.008,,,,,,,,
,,126037,0.17,,,,,,,,
,,126137,0.315,,,,,,,,
,,126237,0.307,,,,,,,,
,,126337,0.35,,,,,,,,
,,126420,0.239,,,,,,,,
,,126520,0.453,,,,,,,,
,,126620,0.487,,,,,,,,
,,126720,0.485,,,,,,,,
,,126820,0.445,,,,,,,,
,,126920,0.243,,,,,,,,
,,127020,0.367,,,,,,,,
,,127120,0.224,,,,,,,,
,,127220,0.341,,,,,,,,
,,127320,0.366,,,,,,,,
,,127420,0.384,,,,,,,,
,,127520,0.362,,,,,,,,
,,127620,0.435,,,,,,,,
,,127720,0.35,,,,,,,,
,,127820,0.313,,,,,,,,
,,127920,0.564,,,,,,,,
,,128020,0.766,,,,,,,,
,,128120,0.463,,,,,,,,
,,128220,0.169,,,,,,,,
,,128320,0.032,,,,,,,,
,,128404,0.029,,,,,,,,
,,128503,0.111,,,,,,,,
,,128603,0.38,,,,,,,,
,,128687,0.185,,,,,,,,
,,128787,0.157,,,,,,,,
,,128887,0.31,,,,,,,,
,,128970,0.312,,,,,,,,
,,129070,0.18,,,,,,,,
,,129154,0.308,,,,,,,,
,,129253,0.262,,,,,,,,
,,129354,0.353,,,,,,,,
,,129453,0.231,,,,,,,,
,,129553,0.112,,,,,,,,
,,129654,0.649,,,,,,,,
,,129753,0.56,,,,,,,,
,,129854,0.598,,,,,,,,
,,129953,0.222,,,,,,,,
,,130053,0.242,,,,,,,,
,,130153,0.252,,,,,,,,
,,130253,0.586,,,,,,,,
,,130353,0.657,,,,,,,,
,,130454,0.595,,,,,,,,
,,130554,0.679,,,,,,,,
,,130653,0.536,,,,,,,,
,,130754,-0.007,,,,,,,,
,,130854,-0.291,,,,,,,,
,,130953,-0.306,,,,,,,,
,,131053,-0.048,,,,,,,,
,,131137,0.215,,,,,,,,
,,131220,0.104,,,,,,,,
,,131320,-0.095,,,,,,,,
,,131420,-0.759,,,,,,,,
,,131520,-1.066,,,,,,,,
,,131600,-0.883,,,,,,,,
,,131700,-0.609,,,,,,,,
,,131800,-0.424,,,,,,,,
,,131900,-0.345,,,,,,,,
,,132000,0.165,,,,,,,,
,,132100,0.124,,,,,,,,
,,132200,0.077,,,,,,,,
,,132300,0.282,,,,,,,,
,,132400,-0.025,,,,,,,,
,,132500,-0.425,,,,,,,,
,,132600,-0.315,,,,,,,,
,,132700,-0.02,,,,,,,,
,,132800,-0.176,,,,,,,,
,,132900,-0.237,,,,,,,,
,,133000,0.021,,,,,,,,
,,133100,0.289,,,,,,,,
,,133200,0.104,,,,,,,,
,,133300,-0.173,,,,,,,,
,,133400,-0.398,,,,,,,,
